Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type,From_latitude,From_longitude,To_latitude,To_longitude
25/09/2024,PA010,Tokyo,New York,First Class,476.00,No,0,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
24/01/2024,PA005,London,Tokyo,Economy,"2,935.00",No,3,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
25/04/2024,PA005,London,Tokyo,Economy,"1,335.00",No,0,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
03/07/2024,PA006,Tokyo,London,Premium Economy,887.50,No,1,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
18/03/2024,PA006,Tokyo,London,First Class,335.00,No,1,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
28/05/2024,PA009,New York,Tokyo,Premium Economy,"1,122.50",No,1,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
02/03/2024,PA008,Perth,New York,Premium Economy,"1,567.50",No,0,,-31.9558933,115.8605855,40.7127281,-74.0060152
15/12/2024,PA004,Perth,London,First Class,336.00,No,0,,-31.9558933,115.8605855,51.5074456,-0.1277653
29/08/2024,PA004,Perth,London,Business Class,561.60,No,2,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
09/10/2024,PA007,New York,Perth,First Class,327.00,No,0,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
20/04/2024,PA006,Tokyo,London,Premium Economy,507.50,No,0,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
05/11/2024,PA008,Perth,New York,Premium Economy,620.00,No,1,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
27/07/2024,PA006,Tokyo,London,Business Class,793.20,No,0,,35.6821936,139.762221,51.5074456,-0.1277653
27/06/2024,PA004,Perth,London,Economy,"1,280.00",No,3,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
20/11/2024,PA009,New York,Tokyo,Business Class,613.20,No,3,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
01/05/2024,PA004,Perth,London,Economy,"2,500.00",No,3,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
08/05/2024,PA003,London,Perth,Premium Economy,832.50,No,1,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
19/07/2024,PA011,Perth,Tokyo,Economy,"3,105.00",No,1,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
07/07/2024,PA001,London,New York,Economy,"2,905.00",No,0,,51.5074456,-0.1277653,40.7127281,-74.0060152
04/11/2024,PA009,New York,Tokyo,Economy,"1,970.00",No,1,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
10/03/2024,PA012,Tokyo,Perth,Economy,"1,965.00",No,0,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
20/10/2024,PA009,New York,Tokyo,Economy,"2,210.00",No,2,,40.7127281,-74.0060152,35.6821936,139.762221
30/11/2024,PA010,Tokyo,New York,Economy,"3,250.00",No,2,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
30/12/2024,PA001,London,New York,First Class,487.00,No,3,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
22/10/2024,PA001,London,New York,Economy,"2,960.00",No,0,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
27/03/2024,PA004,Perth,London,Economy,"2,985.00",No,3,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
17/09/2024,PA009,New York,Tokyo,Business Class,400.80,No,0,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
16/11/2024,PA008,Perth,New York,First Class,536.00,No,1,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
23/11/2024,PA001,London,New York,Economy,"2,595.00",No,2,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
03/12/2024,PA004,Perth,London,Premium Economy,802.50,No,2,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
06/07/2024,PA007,New York,Perth,Economy,"3,465.00",No,1,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
21/02/2024,PA011,Perth,Tokyo,Economy,"2,505.00",No,2,Vegan,-31.9558933,115.8605855,35.6821936,139.762221
22/05/2024,PA008,Perth,New York,First Class,451.00,No,1,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
14/06/2024,PA012,Tokyo,Perth,First Class,312.00,No,2,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
06/10/2024,PA012,Tokyo,Perth,Premium Economy,510.00,No,2,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
10/10/2024,PA006,Tokyo,London,Premium Economy,780.00,No,3,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
30/10/2024,PA001,London,New York,Premium Economy,"1,622.50",No,3,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
12/08/2024,PA008,Perth,New York,Premium Economy,792.50,No,1,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
03/08/2024,PA010,Tokyo,New York,Business Class,714.00,No,0,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
21/09/2024,PA011,Perth,Tokyo,Economy,"1,195.00",No,3,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
19/08/2024,PA009,New York,Tokyo,Economy,"2,725.00",No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
20/07/2024,PA011,Perth,Tokyo,Business Class,684.00,No,1,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
03/07/2024,PA007,New York,Perth,Business Class,278.40,No,1,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
08/06/2024,PA002,New York,London,Business Class,283.20,No,1,,40.7127281,-74.0060152,51.5074456,-0.1277653
02/08/2024,PA008,Perth,New York,Premium Economy,"1,025.00",No,0,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
17/05/2024,PA009,New York,Tokyo,First Class,264.00,No,3,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
07/06/2024,PA007,New York,Perth,Business Class,470.40,No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
02/04/2024,PA007,New York,Perth,First Class,553.00,No,2,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
21/12/2024,PA004,Perth,London,Business Class,244.80,No,0,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
05/06/2024,PA010,Tokyo,New York,Premium Economy,"1,200.00",No,2,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
28/07/2024,PA003,London,Perth,Premium Economy,730.00,No,1,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
15/12/2024,PA012,Tokyo,Perth,Economy,"2,975.00",No,3,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
08/07/2024,PA005,London,Tokyo,Business Class,619.20,No,3,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
09/12/2024,PA008,Perth,New York,First Class,605.00,No,3,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
22/02/2024,PA011,Perth,Tokyo,First Class,632.00,No,1,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
18/01/2024,PA004,Perth,London,First Class,232.00,No,1,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
21/07/2024,PA012,Tokyo,Perth,First Class,361.00,No,2,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
19/04/2024,PA011,Perth,Tokyo,Economy,"1,045.00",No,3,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
02/11/2024,PA011,Perth,Tokyo,Business Class,744.00,No,1,,-31.9558933,115.8605855,35.6821936,139.762221
07/08/2024,PA010,Tokyo,New York,Premium Economy,"1,150.00",No,1,,35.6821936,139.762221,40.7127281,-74.0060152
17/02/2024,PA002,New York,London,Business Class,692.40,No,1,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
30/09/2024,PA008,Perth,New York,Business Class,417.60,No,0,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
05/12/2024,PA010,Tokyo,New York,First Class,672.00,No,0,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
06/09/2024,PA007,New York,Perth,Economy,"3,380.00",No,2,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
17/02/2024,PA002,New York,London,First Class,277.00,No,3,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
07/03/2024,PA003,London,Perth,Business Class,596.40,No,1,,51.5074456,-0.1277653,-31.9558933,115.8605855
24/04/2024,PA001,London,New York,Business Class,382.80,No,0,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
30/07/2024,PA002,New York,London,Premium Economy,"1,527.50",No,1,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
30/07/2024,PA006,Tokyo,London,Premium Economy,"1,692.50",No,0,,35.6821936,139.762221,51.5074456,-0.1277653
18/07/2024,PA003,London,Perth,Business Class,786.00,No,3,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
16/11/2024,PA011,Perth,Tokyo,Business Class,691.20,No,0,Dairy Free,-31.9558933,115.8605855,35.6821936,139.762221
28/05/2024,PA008,Perth,New York,First Class,529.00,No,3,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
20/12/2024,PA005,London,Tokyo,Premium Economy,922.50,No,3,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
22/02/2024,PA001,London,New York,Premium Economy,680.00,No,3,,51.5074456,-0.1277653,40.7127281,-74.0060152
04/01/2024,PA010,Tokyo,New York,Business Class,577.20,No,0,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
23/08/2024,PA003,London,Perth,First Class,416.00,No,2,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
13/04/2024,PA003,London,Perth,Premium Economy,577.50,No,1,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
28/02/2024,PA011,Perth,Tokyo,Business Class,400.80,No,0,,-31.9558933,115.8605855,35.6821936,139.762221
13/07/2024,PA011,Perth,Tokyo,Premium Economy,"1,615.00",No,1,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
04/03/2024,PA007,New York,Perth,Premium Economy,"1,665.00",No,1,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
19/04/2024,PA012,Tokyo,Perth,Premium Economy,"1,650.00",No,1,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
15/03/2024,PA012,Tokyo,Perth,First Class,368.00,No,3,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
14/08/2024,PA007,New York,Perth,Economy,"1,110.00",No,0,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
03/06/2024,PA001,London,New York,Economy,"3,140.00",No,1,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
22/10/2024,PA012,Tokyo,Perth,Business Class,810.00,No,1,,35.6821936,139.762221,-31.9558933,115.8605855
04/02/2024,PA005,London,Tokyo,Business Class,415.20,No,2,Nut Free,51.5074456,-0.1277653,35.6821936,139.762221
09/08/2024,PA010,Tokyo,New York,Business Class,242.40,No,1,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
12/04/2024,PA010,Tokyo,New York,First Class,670.00,No,2,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
11/08/2024,PA006,Tokyo,London,Premium Economy,"1,127.50",No,3,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
24/04/2024,PA010,Tokyo,New York,Premium Economy,"1,467.50",No,0,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
26/09/2024,PA005,London,Tokyo,Premium Economy,945.00,No,2,Nut Free,51.5074456,-0.1277653,35.6821936,139.762221
19/01/2024,PA006,Tokyo,London,Premium Economy,710.00,No,0,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
07/09/2024,PA002,New York,London,First Class,571.00,No,1,Nut Free,40.7127281,-74.0060152,51.5074456,-0.1277653
04/06/2024,PA010,Tokyo,New York,Business Class,603.60,No,1,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
10/12/2024,PA006,Tokyo,London,First Class,358.00,No,1,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
22/06/2024,PA011,Perth,Tokyo,Economy,"2,485.00",No,0,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
12/10/2024,PA003,London,Perth,First Class,398.00,No,3,,51.5074456,-0.1277653,-31.9558933,115.8605855
01/05/2024,PA004,Perth,London,Economy,"2,635.00",No,3,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
25/06/2024,PA012,Tokyo,Perth,Business Class,475.20,No,1,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
03/10/2024,PA012,Tokyo,Perth,Economy,"2,055.00",No,0,,35.6821936,139.762221,-31.9558933,115.8605855
08/10/2024,PA006,Tokyo,London,First Class,654.00,No,0,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
15/04/2024,PA008,Perth,New York,Business Class,520.80,No,0,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
08/09/2024,PA008,Perth,New York,First Class,611.00,No,2,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
26/07/2024,PA005,London,Tokyo,Premium Economy,"1,507.50",No,0,,51.5074456,-0.1277653,35.6821936,139.762221
10/08/2024,PA003,London,Perth,Business Class,632.40,No,0,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
31/05/2024,PA009,New York,Tokyo,First Class,447.00,No,2,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
01/08/2024,PA004,Perth,London,First Class,499.00,No,3,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
07/02/2024,PA008,Perth,New York,Premium Economy,632.50,No,2,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
13/01/2024,PA010,Tokyo,New York,Economy,"2,930.00",No,0,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
22/02/2024,PA009,New York,Tokyo,Business Class,655.20,No,2,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
17/02/2024,PA007,New York,Perth,Economy,"2,770.00",No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
22/10/2024,PA004,Perth,London,Economy,"2,390.00",No,2,,-31.9558933,115.8605855,51.5074456,-0.1277653
18/10/2024,PA002,New York,London,First Class,532.00,No,3,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
22/07/2024,PA012,Tokyo,Perth,Business Class,411.60,No,3,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
22/05/2024,PA012,Tokyo,Perth,First Class,223.00,No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
17/08/2024,PA003,London,Perth,Economy,"1,570.00",No,2,,51.5074456,-0.1277653,-31.9558933,115.8605855
17/02/2024,PA012,Tokyo,Perth,Economy,"1,845.00",No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
10/12/2024,PA005,London,Tokyo,Economy,"1,510.00",No,1,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
08/11/2024,PA003,London,Perth,First Class,698.00,No,1,,51.5074456,-0.1277653,-31.9558933,115.8605855
31/03/2024,PA002,New York,London,Premium Economy,"1,397.50",No,1,,40.7127281,-74.0060152,51.5074456,-0.1277653
25/08/2024,PA002,New York,London,First Class,576.00,No,1,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
03/05/2024,PA009,New York,Tokyo,First Class,437.00,No,3,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
12/11/2024,PA005,London,Tokyo,Economy,"2,600.00",No,0,,51.5074456,-0.1277653,35.6821936,139.762221
31/01/2024,PA002,New York,London,First Class,328.00,No,1,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
22/01/2024,PA005,London,Tokyo,Business Class,376.80,No,1,,51.5074456,-0.1277653,35.6821936,139.762221
07/03/2024,PA001,London,New York,Premium Economy,"1,417.50",No,0,,51.5074456,-0.1277653,40.7127281,-74.0060152
10/07/2024,PA007,New York,Perth,Economy,"1,695.00",No,1,,40.7127281,-74.0060152,-31.9558933,115.8605855
19/05/2024,PA006,Tokyo,London,First Class,304.00,No,2,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
25/11/2024,PA009,New York,Tokyo,Business Class,732.00,No,2,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
30/07/2024,PA005,London,Tokyo,Premium Economy,877.50,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
05/04/2024,PA002,New York,London,Business Class,820.80,No,2,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
30/10/2024,PA003,London,Perth,Economy,"3,145.00",No,2,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
06/04/2024,PA009,New York,Tokyo,Premium Economy,985.00,No,3,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
13/11/2024,PA001,London,New York,Business Class,438.00,No,3,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
29/01/2024,PA007,New York,Perth,First Class,502.00,No,1,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
05/03/2024,PA006,Tokyo,London,Economy,"3,315.00",No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
16/01/2024,PA009,New York,Tokyo,First Class,497.00,No,3,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
05/02/2024,PA006,Tokyo,London,Economy,"1,950.00",No,2,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
19/10/2024,PA010,Tokyo,New York,Business Class,835.20,No,0,,35.6821936,139.762221,40.7127281,-74.0060152
12/08/2024,PA006,Tokyo,London,First Class,229.00,No,1,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
22/01/2024,PA007,New York,Perth,First Class,392.00,No,2,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
21/04/2024,PA006,Tokyo,London,Business Class,736.80,No,0,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
16/03/2024,PA010,Tokyo,New York,Premium Economy,790.00,No,0,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
21/04/2024,PA006,Tokyo,London,Economy,"3,185.00",No,3,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
22/02/2024,PA006,Tokyo,London,Business Class,537.60,No,1,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
19/08/2024,PA005,London,Tokyo,Economy,"1,905.00",No,1,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
27/02/2024,PA002,New York,London,First Class,688.00,No,0,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
20/05/2024,PA006,Tokyo,London,First Class,445.00,No,3,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
22/10/2024,PA001,London,New York,Premium Economy,"1,505.00",No,1,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
08/04/2024,PA011,Perth,Tokyo,Economy,"2,285.00",No,1,Vegan,-31.9558933,115.8605855,35.6821936,139.762221
15/06/2024,PA008,Perth,New York,First Class,385.00,No,1,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
14/05/2024,PA007,New York,Perth,Premium Economy,922.50,No,3,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
24/10/2024,PA011,Perth,Tokyo,Business Class,702.00,No,3,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
07/05/2024,PA012,Tokyo,Perth,Business Class,730.80,No,3,,35.6821936,139.762221,-31.9558933,115.8605855
18/01/2024,PA003,London,Perth,Business Class,813.60,No,3,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
23/09/2024,PA003,London,Perth,Economy,"1,890.00",No,1,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
17/08/2024,PA011,Perth,Tokyo,Economy,"3,220.00",No,2,,-31.9558933,115.8605855,35.6821936,139.762221
15/02/2024,PA002,New York,London,Economy,"2,965.00",No,3,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
01/10/2024,PA010,Tokyo,New York,Business Class,349.20,No,2,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
20/11/2024,PA007,New York,Perth,Business Class,651.60,No,0,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
05/12/2024,PA004,Perth,London,Economy,"1,335.00",No,0,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
07/01/2024,PA001,London,New York,Business Class,662.40,No,3,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
25/09/2024,PA009,New York,Tokyo,Premium Economy,"1,140.00",No,0,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
19/01/2024,PA006,Tokyo,London,First Class,392.00,No,2,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
28/08/2024,PA011,Perth,Tokyo,Business Class,428.40,No,3,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
14/12/2024,PA001,London,New York,Premium Economy,990.00,No,1,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
19/10/2024,PA006,Tokyo,London,Premium Economy,962.50,No,0,,35.6821936,139.762221,51.5074456,-0.1277653
16/02/2024,PA006,Tokyo,London,Business Class,402.00,No,3,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
07/01/2024,PA011,Perth,Tokyo,First Class,368.00,No,2,,-31.9558933,115.8605855,35.6821936,139.762221
27/08/2024,PA005,London,Tokyo,First Class,516.00,No,3,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
27/03/2024,PA010,Tokyo,New York,First Class,498.00,No,1,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
14/06/2024,PA003,London,Perth,Economy,"1,405.00",No,0,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
26/08/2024,PA001,London,New York,First Class,571.00,No,3,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
17/02/2024,PA003,London,Perth,Business Class,714.00,No,3,,51.5074456,-0.1277653,-31.9558933,115.8605855
10/07/2024,PA004,Perth,London,Economy,"2,355.00",No,2,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
05/09/2024,PA003,London,Perth,Business Class,794.40,No,2,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
20/07/2024,PA003,London,Perth,First Class,582.00,No,3,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
23/06/2024,PA010,Tokyo,New York,Premium Economy,"1,570.00",No,2,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
26/10/2024,PA002,New York,London,Premium Economy,920.00,No,1,,40.7127281,-74.0060152,51.5074456,-0.1277653
21/01/2024,PA005,London,Tokyo,First Class,687.00,No,0,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
23/11/2024,PA007,New York,Perth,First Class,490.00,No,3,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
29/09/2024,PA009,New York,Tokyo,Economy,"2,370.00",No,0,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
27/05/2024,PA007,New York,Perth,Premium Economy,"1,252.50",No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
09/03/2024,PA003,London,Perth,Premium Economy,"1,362.50",No,3,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
15/12/2024,PA003,London,Perth,Business Class,644.40,No,3,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
12/02/2024,PA001,London,New York,Business Class,295.20,No,3,,51.5074456,-0.1277653,40.7127281,-74.0060152
24/06/2024,PA010,Tokyo,New York,First Class,438.00,No,2,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
22/06/2024,PA008,Perth,New York,Economy,"1,785.00",No,2,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
27/03/2024,PA006,Tokyo,London,Economy,"2,755.00",No,0,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
02/05/2024,PA003,London,Perth,Business Class,640.80,No,0,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
23/08/2024,PA012,Tokyo,Perth,Premium Economy,557.50,No,0,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
31/03/2024,PA002,New York,London,Premium Economy,542.50,No,3,,40.7127281,-74.0060152,51.5074456,-0.1277653
10/11/2024,PA009,New York,Tokyo,First Class,293.00,No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
31/07/2024,PA006,Tokyo,London,Business Class,358.80,No,2,,35.6821936,139.762221,51.5074456,-0.1277653
02/03/2024,PA011,Perth,Tokyo,Business Class,711.60,No,1,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
03/02/2024,PA012,Tokyo,Perth,Premium Economy,"1,315.00",No,3,,35.6821936,139.762221,-31.9558933,115.8605855
30/06/2024,PA011,Perth,Tokyo,First Class,346.00,No,3,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
12/02/2024,PA003,London,Perth,Business Class,367.20,No,0,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
17/07/2024,PA006,Tokyo,London,Business Class,612.00,No,0,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
23/09/2024,PA005,London,Tokyo,Business Class,367.20,No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
10/09/2024,PA011,Perth,Tokyo,Business Class,624.00,No,2,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
12/10/2024,PA003,London,Perth,First Class,666.00,No,3,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
31/01/2024,PA002,New York,London,Business Class,343.20,No,3,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
25/05/2024,PA003,London,Perth,Economy,"2,395.00",No,1,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
20/06/2024,PA005,London,Tokyo,Economy,"2,130.00",No,0,,51.5074456,-0.1277653,35.6821936,139.762221
25/09/2024,PA010,Tokyo,New York,Economy,"2,200.00",No,0,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
11/09/2024,PA003,London,Perth,Economy,"3,245.00",No,2,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
28/07/2024,PA002,New York,London,First Class,641.00,No,1,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
05/03/2024,PA011,Perth,Tokyo,Business Class,342.00,No,2,Dairy Free,-31.9558933,115.8605855,35.6821936,139.762221
18/05/2024,PA012,Tokyo,Perth,Business Class,758.40,No,3,,35.6821936,139.762221,-31.9558933,115.8605855
27/12/2024,PA011,Perth,Tokyo,Business Class,445.20,No,2,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
20/01/2024,PA002,New York,London,Economy,"2,270.00",No,2,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
03/10/2024,PA005,London,Tokyo,Economy,"1,605.00",No,0,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
03/01/2024,PA006,Tokyo,London,Economy,"3,045.00",No,1,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
07/03/2024,PA005,London,Tokyo,First Class,392.00,No,1,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
01/05/2024,PA009,New York,Tokyo,Premium Economy,"1,605.00",No,1,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
18/12/2024,PA008,Perth,New York,Economy,"2,195.00",No,2,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
05/07/2024,PA002,New York,London,Economy,"2,600.00",No,3,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
05/10/2024,PA011,Perth,Tokyo,First Class,583.00,No,2,,-31.9558933,115.8605855,35.6821936,139.762221
09/03/2024,PA006,Tokyo,London,Business Class,426.00,No,0,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
25/10/2024,PA011,Perth,Tokyo,First Class,432.00,No,3,Vegan,-31.9558933,115.8605855,35.6821936,139.762221
27/03/2024,PA005,London,Tokyo,Business Class,655.20,No,3,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
