flight number,flight date,customer id,action,date,class,row,seat,total seats booked over time,capacity,capacity %
PA008,2024-03-30,4228.0,Seat Changed,2024-03-07,Business,10.0,3.0,14.0,40,0.35
PA008,2024-03-30,4617.0,Seat Changed,2024-03-07,Business,14.0,3.0,15.0,40,0.375
PA008,2024-03-30,3680.0,Upgraded,2024-03-15,Business,15.0,1.0,16.0,40,0.4
PA008,2024-03-30,9517.0,Seat Changed,2024-03-16,Business,14.0,2.0,17.0,40,0.425
PA008,2024-03-30,5237.0,Upgraded,2024-03-18,Business,17.0,1.0,18.0,40,0.45
PA008,2024-03-30,5986.0,Seat Changed,2024-03-21,Business,12.0,4.0,19.0,40,0.475
PA008,2024-03-30,9017.0,Seat Changed,2024-03-24,Business,12.0,4.0,20.0,40,0.5
PA008,2024-03-30,6823.0,Seat Changed,2024-03-27,Business,12.0,3.0,21.0,40,0.525
PA008,2024-03-30,,,,Economy,,,0.0,160,0.0
PA008,2024-03-30,9387.0,Upgraded,2023-12-30,First,2.0,4.0,1.0,32,0.03125
PA008,2024-03-30,8510.0,Upgraded,2024-01-05,First,7.0,1.0,2.0,32,0.0625
PA008,2024-03-30,1298.0,Upgraded,2024-01-19,First,4.0,4.0,3.0,32,0.09375
PA008,2024-03-30,4227.0,Upgraded,2024-02-08,First,2.0,1.0,4.0,32,0.125
PA008,2024-03-30,8146.0,Upgraded,2024-03-14,First,8.0,3.0,5.0,32,0.15625
PA008,2024-03-30,1215.0,Upgraded,2024-03-17,First,4.0,3.0,6.0,32,0.1875
PA008,2024-03-30,7719.0,Upgraded,2024-03-26,First,3.0,4.0,7.0,32,0.21875
PA008,2024-03-30,3586.0,Booked,2023-12-04,Premium Economy,22.0,8.0,1.0,64,0.015625
PA008,2024-03-30,3225.0,Seat Changed,2024-01-01,Premium Economy,19.0,1.0,2.0,64,0.03125
PA008,2024-03-30,6990.0,Seat Changed,2024-01-02,Premium Economy,21.0,2.0,3.0,64,0.046875
PA008,2024-03-30,8381.0,Seat Changed,2024-01-04,Premium Economy,26.0,5.0,4.0,64,0.0625
PA008,2024-03-30,2194.0,Booked,2024-01-09,Premium Economy,20.0,2.0,5.0,64,0.078125
PA008,2024-03-30,8202.0,Seat Changed,2024-01-31,Premium Economy,21.0,6.0,6.0,64,0.09375
PA008,2024-03-30,2277.0,Seat Changed,2024-02-05,Premium Economy,25.0,1.0,7.0,64,0.109375
PA008,2024-03-30,5589.0,Seat Changed,2024-02-14,Premium Economy,19.0,6.0,8.0,64,0.125
PA008,2024-03-30,5545.0,Seat Changed,2024-02-17,Premium Economy,23.0,7.0,9.0,64,0.140625
PA008,2024-03-30,7182.0,Seat Changed,2024-02-17,Premium Economy,23.0,4.0,10.0,64,0.15625
PA008,2024-03-30,6548.0,Seat Changed,2024-02-23,Premium Economy,22.0,8.0,11.0,64,0.171875
PA008,2024-03-30,797.0,Seat Changed,2024-03-04,Premium Economy,21.0,5.0,12.0,64,0.1875
PA008,2024-03-30,2681.0,Seat Changed,2024-03-04,Premium Economy,22.0,7.0,13.0,64,0.203125
PA008,2024-03-30,5705.0,Seat Changed,2024-03-05,Premium Economy,20.0,6.0,14.0,64,0.21875
PA008,2024-03-30,3530.0,Seat Changed,2024-03-13,Premium Economy,26.0,3.0,15.0,64,0.234375
PA008,2024-03-30,4887.0,Seat Changed,2024-03-14,Premium Economy,22.0,3.0,16.0,64,0.25
PA008,2024-03-30,1743.0,Seat Changed,2024-03-16,Premium Economy,19.0,1.0,17.0,64,0.265625
PA008,2024-03-30,4709.0,Seat Changed,2024-03-17,Premium Economy,19.0,7.0,18.0,64,0.28125
PA008,2024-03-30,4291.0,Seat Changed,2024-03-20,Premium Economy,22.0,5.0,19.0,64,0.296875
PA008,2024-03-30,3860.0,Seat Changed,2024-03-21,Premium Economy,25.0,5.0,20.0,64,0.3125
PA008,2024-03-30,3734.0,Seat Changed,2024-03-26,Premium Economy,22.0,8.0,21.0,64,0.328125
PA009,2024-03-13,3647.0,Upgraded,2024-02-21,Business,9.0,3.0,1.0,40,0.025
PA009,2024-03-13,8599.0,Seat Changed,2024-03-01,Business,16.0,1.0,2.0,40,0.05
PA009,2024-03-13,9215.0,Upgraded,2024-03-01,Business,18.0,4.0,3.0,40,0.075
PA009,2024-03-13,1895.0,Booked,2023-11-23,Economy,27.0,10.0,1.0,160,0.00625
PA009,2024-03-13,9375.0,Booked,2023-11-24,Economy,34.0,7.0,2.0,160,0.0125
PA009,2024-03-13,3948.0,Booked,2023-11-26,Economy,28.0,9.0,3.0,160,0.01875
PA009,2024-03-13,5023.0,Booked,2023-12-07,Economy,34.0,10.0,4.0,160,0.025
PA009,2024-03-13,6299.0,Seat Changed,2023-12-13,Economy,40.0,3.0,5.0,160,0.03125
PA009,2024-03-13,2551.0,Booked,2023-12-23,Economy,36.0,3.0,6.0,160,0.0375
PA009,2024-03-13,5341.0,Seat Changed,2023-12-29,Economy,29.0,4.0,7.0,160,0.04375
PA009,2024-03-13,5258.0,Seat Changed,2024-01-17,Economy,37.0,7.0,8.0,160,0.05
PA009,2024-03-13,9784.0,Seat Changed,2024-01-19,Economy,39.0,5.0,9.0,160,0.05625
PA009,2024-03-13,1992.0,Seat Changed,2024-01-22,Economy,30.0,6.0,10.0,160,0.0625
PA009,2024-03-13,5405.0,Seat Changed,2024-01-25,Economy,31.0,2.0,11.0,160,0.06875
PA009,2024-03-13,8269.0,Seat Changed,2024-01-25,Economy,41.0,8.0,12.0,160,0.075
PA009,2024-03-13,6847.0,Booked,2024-01-28,Economy,37.0,2.0,13.0,160,0.08125
PA009,2024-03-13,1584.0,Seat Changed,2024-02-05,Economy,33.0,8.0,14.0,160,0.0875
PA009,2024-03-13,9703.0,Seat Changed,2024-02-10,Economy,32.0,7.0,15.0,160,0.09375
PA009,2024-03-13,8368.0,Seat Changed,2024-02-11,Economy,34.0,6.0,16.0,160,0.1
PA009,2024-03-13,4506.0,Seat Changed,2024-02-14,Economy,41.0,5.0,17.0,160,0.10625
PA009,2024-03-13,5431.0,Seat Changed,2024-02-17,Economy,28.0,8.0,18.0,160,0.1125
PA009,2024-03-13,5675.0,Seat Changed,2024-02-19,Economy,34.0,9.0,19.0,160,0.11875
PA009,2024-03-13,6485.0,Seat Changed,2024-03-07,Economy,27.0,5.0,20.0,160,0.125
PA009,2024-03-13,425.0,Seat Changed,2024-03-08,Economy,35.0,10.0,21.0,160,0.13125
PA009,2024-03-13,5601.0,Upgraded,2023-12-20,First,5.0,4.0,1.0,32,0.03125
PA009,2024-03-13,950.0,Upgraded,2024-02-07,First,2.0,2.0,2.0,32,0.0625
PA009,2024-03-13,5853.0,Upgraded,2024-03-09,First,1.0,4.0,3.0,32,0.09375
PA009,2024-03-13,3379.0,Booked,2023-11-21,Premium Economy,21.0,1.0,1.0,64,0.015625
PA009,2024-03-13,4835.0,Booked,2023-11-28,Premium Economy,22.0,4.0,2.0,64,0.03125
PA009,2024-03-13,3045.0,Upgraded,2023-12-16,Premium Economy,21.0,6.0,3.0,64,0.046875
PA009,2024-03-13,3445.0,Booked,2023-12-18,Premium Economy,20.0,7.0,4.0,64,0.0625
PA009,2024-03-13,5434.0,Seat Changed,2023-12-18,Premium Economy,22.0,3.0,5.0,64,0.078125
PA009,2024-03-13,6397.0,Seat Changed,2024-01-04,Premium Economy,19.0,6.0,6.0,64,0.09375
PA009,2024-03-13,2945.0,Booked,2024-01-05,Premium Economy,24.0,3.0,7.0,64,0.109375
PA009,2024-03-13,5565.0,Seat Changed,2024-01-06,Premium Economy,21.0,1.0,8.0,64,0.125
PA009,2024-03-13,7841.0,Seat Changed,2024-01-09,Premium Economy,25.0,8.0,9.0,64,0.140625
PA009,2024-03-13,4788.0,Upgraded,2024-01-13,Premium Economy,19.0,5.0,10.0,64,0.15625
PA009,2024-03-13,1303.0,Upgraded,2024-01-16,Premium Economy,21.0,2.0,11.0,64,0.171875
PA009,2024-03-13,9059.0,Upgraded,2024-01-20,Premium Economy,19.0,8.0,12.0,64,0.1875
PA009,2024-03-13,5647.0,Seat Changed,2024-01-21,Premium Economy,23.0,2.0,13.0,64,0.203125
PA009,2024-03-13,194.0,Upgraded,2024-01-25,Premium Economy,26.0,1.0,14.0,64,0.21875
PA009,2024-03-13,6784.0,Upgraded,2024-01-27,Premium Economy,21.0,6.0,15.0,64,0.234375
PA009,2024-03-13,2835.0,Upgraded,2024-02-03,Premium Economy,25.0,2.0,16.0,64,0.25
PA009,2024-03-13,1007.0,Upgraded,2024-02-10,Premium Economy,21.0,5.0,17.0,64,0.265625
PA009,2024-03-13,6259.0,Upgraded,2024-02-20,Premium Economy,23.0,1.0,18.0,64,0.28125
PA009,2024-03-13,6674.0,Upgraded,2024-02-25,Premium Economy,21.0,5.0,19.0,64,0.296875
PA009,2024-03-13,78.0,Seat Changed,2024-02-29,Premium Economy,25.0,1.0,20.0,64,0.3125
PA009,2024-03-13,2058.0,Upgraded,2024-03-04,Premium Economy,22.0,6.0,21.0,64,0.328125
PA010,2024-03-29,5608.0,Upgraded,2024-02-20,Business,16.0,3.0,1.0,40,0.025
PA010,2024-03-29,5802.0,Seat Changed,2023-12-23,Economy,33.0,6.0,1.0,160,0.00625
PA010,2024-03-29,8269.0,Seat Changed,2024-01-16,Economy,31.0,4.0,2.0,160,0.0125
PA010,2024-03-29,5601.0,Booked,2024-01-24,Economy,32.0,7.0,3.0,160,0.01875
PA010,2024-03-29,3379.0,Seat Changed,2024-01-25,Economy,38.0,9.0,4.0,160,0.025
PA010,2024-03-29,9523.0,Seat Changed,2024-01-28,Economy,32.0,9.0,5.0,160,0.03125
PA010,2024-03-29,4835.0,Booked,2024-02-02,Economy,39.0,4.0,6.0,160,0.0375
PA010,2024-03-29,950.0,Seat Changed,2024-02-08,Economy,30.0,6.0,7.0,160,0.04375
PA010,2024-03-29,9375.0,Seat Changed,2024-02-08,Economy,32.0,7.0,8.0,160,0.05
PA010,2024-03-29,2835.0,Seat Changed,2024-02-09,Economy,32.0,1.0,9.0,160,0.05625
PA010,2024-03-29,5675.0,Seat Changed,2024-02-13,Economy,34.0,6.0,10.0,160,0.0625
PA010,2024-03-29,3013.0,Seat Changed,2024-02-15,Economy,38.0,9.0,11.0,160,0.06875
PA010,2024-03-29,6249.0,Seat Changed,2024-02-19,Economy,33.0,5.0,12.0,160,0.075
PA010,2024-03-29,8533.0,Seat Changed,2024-02-21,Economy,29.0,6.0,13.0,160,0.08125
PA010,2024-03-29,6397.0,Booked,2024-02-24,Economy,33.0,7.0,14.0,160,0.0875
PA010,2024-03-29,5565.0,Seat Changed,2024-02-29,Economy,32.0,9.0,15.0,160,0.09375
PA010,2024-03-29,7602.0,Seat Changed,2024-02-29,Economy,41.0,7.0,16.0,160,0.1
PA010,2024-03-29,6674.0,Seat Changed,2024-03-06,Economy,29.0,5.0,17.0,160,0.10625
PA010,2024-03-29,1388.0,Seat Changed,2024-03-09,Economy,36.0,6.0,18.0,160,0.1125
PA010,2024-03-29,425.0,Seat Changed,2024-03-16,Economy,34.0,3.0,19.0,160,0.11875
PA010,2024-03-29,1599.0,Seat Changed,2024-03-19,Economy,29.0,3.0,20.0,160,0.125
PA010,2024-03-29,7841.0,Seat Changed,2024-03-21,Economy,37.0,8.0,21.0,160,0.13125
PA010,2024-03-29,4613.0,Seat Changed,2024-03-23,Economy,39.0,1.0,22.0,160,0.1375
PA010,2024-03-29,8383.0,Seat Changed,2024-03-23,Economy,31.0,3.0,23.0,160,0.14375
PA010,2024-03-29,3948.0,Seat Changed,2024-03-24,Economy,29.0,8.0,24.0,160,0.15
PA010,2024-03-29,,,,First,,,0.0,32,0.0
PA010,2024-03-29,4015.0,Upgraded,2023-12-13,Premium Economy,22.0,4.0,1.0,64,0.015625
PA010,2024-03-29,9671.0,Upgraded,2023-12-23,Premium Economy,22.0,7.0,2.0,64,0.03125
PA010,2024-03-29,5142.0,Seat Changed,2024-01-30,Premium Economy,26.0,6.0,3.0,64,0.046875
PA010,2024-03-29,9036.0,Seat Changed,2024-02-06,Premium Economy,19.0,3.0,4.0,64,0.0625
PA010,2024-03-29,78.0,Upgraded,2024-02-14,Premium Economy,20.0,6.0,5.0,64,0.078125
PA010,2024-03-29,160.0,Upgraded,2024-02-19,Premium Economy,26.0,3.0,6.0,64,0.09375
PA010,2024-03-29,1584.0,Upgraded,2024-03-05,Premium Economy,21.0,5.0,7.0,64,0.109375
PA010,2024-03-29,9215.0,Seat Changed,2024-03-05,Premium Economy,26.0,7.0,8.0,64,0.125
PA010,2024-03-29,5727.0,Upgraded,2024-03-06,Premium Economy,26.0,3.0,9.0,64,0.140625
PA010,2024-03-29,8599.0,Upgraded,2024-03-07,Premium Economy,21.0,5.0,10.0,64,0.15625
PA010,2024-03-29,3445.0,Upgraded,2024-03-12,Premium Economy,26.0,7.0,11.0,64,0.171875
PA010,2024-03-29,8368.0,Upgraded,2024-03-13,Premium Economy,20.0,6.0,12.0,64,0.1875
PA010,2024-03-29,194.0,Upgraded,2024-03-15,Premium Economy,20.0,1.0,13.0,64,0.203125
PA010,2024-03-29,5434.0,Upgraded,2024-03-22,Premium Economy,25.0,7.0,14.0,64,0.21875
PA010,2024-03-29,7797.0,Seat Changed,2024-03-23,Premium Economy,23.0,6.0,15.0,64,0.234375
PA010,2024-03-29,6299.0,Seat Changed,2024-03-24,Premium Economy,23.0,8.0,16.0,64,0.25
PA011,2024-03-01,904.0,Upgraded,2024-02-28,Business,9.0,2.0,1.0,40,0.025
PA011,2024-03-01,7083.0,Booked,2023-11-14,Economy,40.0,9.0,1.0,160,0.00625
PA011,2024-03-01,9433.0,Booked,2023-11-16,Economy,34.0,6.0,2.0,160,0.0125
PA011,2024-03-01,3611.0,Seat Changed,2023-12-12,Economy,31.0,5.0,3.0,160,0.01875
PA011,2024-03-01,9093.0,Seat Changed,2023-12-16,Economy,40.0,3.0,4.0,160,0.025
PA011,2024-03-01,8779.0,Booked,2023-12-22,Economy,38.0,8.0,5.0,160,0.03125
PA011,2024-03-01,3074.0,Seat Changed,2023-12-23,Economy,40.0,2.0,6.0,160,0.0375
PA011,2024-03-01,7554.0,Seat Changed,2023-12-23,Economy,29.0,5.0,7.0,160,0.04375
PA011,2024-03-01,5963.0,Seat Changed,2023-12-24,Economy,27.0,10.0,8.0,160,0.05
PA011,2024-03-01,4786.0,Booked,2024-01-03,Economy,38.0,4.0,9.0,160,0.05625
PA011,2024-03-01,5336.0,Seat Changed,2024-01-05,Economy,27.0,7.0,10.0,160,0.0625
PA011,2024-03-01,1622.0,Seat Changed,2024-01-13,Economy,31.0,4.0,11.0,160,0.06875
PA011,2024-03-01,7200.0,Seat Changed,2024-01-14,Economy,34.0,7.0,12.0,160,0.075
PA011,2024-03-01,1529.0,Booked,2024-01-16,Economy,32.0,6.0,13.0,160,0.08125
PA011,2024-03-01,1028.0,Seat Changed,2024-01-27,Economy,42.0,2.0,14.0,160,0.0875
PA011,2024-03-01,4456.0,Seat Changed,2024-02-08,Economy,28.0,6.0,15.0,160,0.09375
PA011,2024-03-01,6163.0,Seat Changed,2024-02-11,Economy,29.0,7.0,16.0,160,0.1
PA011,2024-03-01,1727.0,Seat Changed,2024-02-12,Economy,41.0,5.0,17.0,160,0.10625
PA011,2024-03-01,3570.0,Seat Changed,2024-02-17,Economy,27.0,9.0,18.0,160,0.1125
PA011,2024-03-01,8290.0,Seat Changed,2024-02-20,Economy,42.0,1.0,19.0,160,0.11875
PA011,2024-03-01,1168.0,Seat Changed,2024-02-25,Economy,36.0,4.0,20.0,160,0.125
PA011,2024-03-01,9502.0,Seat Changed,2024-02-29,Economy,35.0,8.0,21.0,160,0.13125
PA011,2024-03-01,4415.0,Seat Changed,2023-11-24,First,1.0,2.0,1.0,32,0.03125
PA011,2024-03-01,7876.0,Seat Changed,2023-11-28,First,5.0,3.0,2.0,32,0.0625
PA011,2024-03-01,9735.0,Seat Changed,2023-12-13,First,1.0,2.0,3.0,32,0.09375
PA011,2024-03-01,7570.0,Booked,2023-12-18,First,4.0,3.0,4.0,32,0.125
PA011,2024-03-01,7044.0,Seat Changed,2023-12-22,First,8.0,4.0,5.0,32,0.15625
PA011,2024-03-01,8162.0,Seat Changed,2023-12-26,First,1.0,4.0,6.0,32,0.1875
PA011,2024-03-01,9000.0,Seat Changed,2023-12-27,First,7.0,2.0,7.0,32,0.21875
PA011,2024-03-01,1504.0,Booked,2024-01-13,First,3.0,1.0,8.0,32,0.25
PA011,2024-03-01,7150.0,Seat Changed,2024-01-13,First,7.0,1.0,9.0,32,0.28125
PA011,2024-03-01,9109.0,Seat Changed,2024-01-26,First,2.0,2.0,10.0,32,0.3125
PA011,2024-03-01,3676.0,Seat Changed,2024-01-30,First,8.0,1.0,11.0,32,0.34375
PA011,2024-03-01,6690.0,Seat Changed,2024-02-05,First,4.0,1.0,12.0,32,0.375
PA011,2024-03-01,6391.0,Upgraded,2023-12-09,Premium Economy,22.0,4.0,1.0,64,0.015625
PA011,2024-03-01,9849.0,Seat Changed,2024-01-03,Premium Economy,24.0,4.0,2.0,64,0.03125
PA011,2024-03-01,395.0,Upgraded,2024-01-14,Premium Economy,24.0,5.0,3.0,64,0.046875
PA011,2024-03-01,5135.0,Upgraded,2024-01-16,Premium Economy,19.0,7.0,4.0,64,0.0625
PA011,2024-03-01,8762.0,Upgraded,2024-01-20,Premium Economy,25.0,8.0,5.0,64,0.078125
PA011,2024-03-01,4585.0,Upgraded,2024-02-06,Premium Economy,19.0,8.0,6.0,64,0.09375
PA011,2024-03-01,5640.0,Upgraded,2024-02-06,Premium Economy,20.0,8.0,7.0,64,0.109375
PA011,2024-03-01,2193.0,Upgraded,2024-02-07,Premium Economy,21.0,2.0,8.0,64,0.125
PA011,2024-03-01,4865.0,Upgraded,2024-02-20,Premium Economy,26.0,7.0,9.0,64,0.140625
PA011,2024-03-01,2953.0,Upgraded,2024-02-25,Premium Economy,25.0,5.0,10.0,64,0.15625
PA011,2024-03-01,2687.0,Upgraded,2024-02-27,Premium Economy,25.0,6.0,11.0,64,0.171875
PA011,2024-03-01,5517.0,Seat Changed,2024-02-27,Premium Economy,24.0,1.0,12.0,64,0.1875
PA011,2024-03-01,2362.0,Seat Changed,2024-02-28,Premium Economy,26.0,6.0,13.0,64,0.203125
PA012,2024-03-10,808.0,Booked,2023-11-12,Business,12.0,1.0,1.0,40,0.025
PA012,2024-03-10,7083.0,Booked,2023-11-21,Business,11.0,1.0,2.0,40,0.05
PA012,2024-03-10,904.0,Booked,2023-11-27,Business,12.0,2.0,3.0,40,0.075
PA012,2024-03-10,1529.0,Booked,2023-12-08,Business,15.0,4.0,4.0,40,0.1
PA012,2024-03-10,5019.0,Upgraded,2023-12-13,Business,9.0,4.0,5.0,40,0.125
PA012,2024-03-10,4865.0,Seat Changed,2023-12-17,Business,17.0,3.0,6.0,40,0.15
PA012,2024-03-10,8325.0,Booked,2023-12-21,Business,17.0,3.0,7.0,40,0.175
PA012,2024-03-10,4233.0,Upgraded,2023-12-26,Business,9.0,4.0,8.0,40,0.2
PA012,2024-03-10,8424.0,Upgraded,2024-01-04,Business,11.0,1.0,9.0,40,0.225
PA012,2024-03-10,8779.0,Booked,2024-01-06,Business,11.0,1.0,10.0,40,0.25
PA012,2024-03-10,7917.0,Seat Changed,2024-01-09,Business,18.0,1.0,11.0,40,0.275
PA012,2024-03-10,2414.0,Booked,2024-01-17,Business,11.0,1.0,12.0,40,0.3
PA012,2024-03-10,7691.0,Seat Changed,2024-01-21,Business,16.0,4.0,13.0,40,0.325
PA012,2024-03-10,8262.0,Booked,2024-02-04,Business,13.0,4.0,14.0,40,0.35
PA012,2024-03-10,3286.0,Booked,2024-02-06,Business,12.0,3.0,15.0,40,0.375
PA012,2024-03-10,9956.0,Booked,2024-02-07,Business,17.0,2.0,16.0,40,0.4
PA012,2024-03-10,7979.0,Upgraded,2024-02-08,Business,17.0,4.0,17.0,40,0.425
PA012,2024-03-10,4821.0,Upgraded,2024-02-09,Business,16.0,2.0,18.0,40,0.45
PA012,2024-03-10,4746.0,Upgraded,2024-02-16,Business,15.0,2.0,19.0,40,0.475
PA012,2024-03-10,1622.0,Seat Changed,2024-02-19,Business,13.0,2.0,20.0,40,0.5
PA012,2024-03-10,7791.0,Upgraded,2024-02-19,Business,13.0,2.0,21.0,40,0.525
PA012,2024-03-10,7405.0,Upgraded,2024-02-22,Business,11.0,3.0,22.0,40,0.55
PA012,2024-03-10,5753.0,Upgraded,2024-02-23,Business,16.0,3.0,23.0,40,0.575
PA012,2024-03-10,1212.0,Upgraded,2024-03-02,Business,9.0,2.0,24.0,40,0.6
PA012,2024-03-10,9957.0,Seat Changed,2024-03-03,Business,13.0,2.0,25.0,40,0.625
PA012,2024-03-10,7251.0,Seat Changed,2024-03-06,Business,12.0,1.0,26.0,40,0.65
PA012,2024-03-10,9157.0,Seat Changed,2024-03-06,Business,13.0,2.0,27.0,40,0.675
PA012,2024-03-10,681.0,Seat Changed,2024-03-07,Business,17.0,3.0,28.0,40,0.7
PA012,2024-03-10,,,,Economy,,,0.0,160,0.0
PA012,2024-03-10,5963.0,Upgraded,2023-12-12,First,7.0,4.0,1.0,32,0.03125
PA012,2024-03-10,3095.0,Upgraded,2023-12-13,First,4.0,2.0,2.0,32,0.0625
PA012,2024-03-10,395.0,Upgraded,2023-12-24,First,1.0,4.0,3.0,32,0.09375
PA012,2024-03-10,8403.0,Upgraded,2023-12-25,First,3.0,4.0,4.0,32,0.125
PA012,2024-03-10,6163.0,Seat Changed,2024-01-01,First,6.0,2.0,5.0,32,0.15625
PA012,2024-03-10,8290.0,Upgraded,2024-01-02,First,2.0,3.0,6.0,32,0.1875
PA012,2024-03-10,2687.0,Seat Changed,2024-01-06,First,7.0,2.0,7.0,32,0.21875
PA012,2024-03-10,4800.0,Upgraded,2024-01-08,First,3.0,3.0,8.0,32,0.25
PA012,2024-03-10,4786.0,Seat Changed,2024-01-12,First,1.0,3.0,9.0,32,0.28125
PA012,2024-03-10,7200.0,Booked,2024-01-15,First,7.0,1.0,10.0,32,0.3125
PA012,2024-03-10,3570.0,Booked,2024-01-18,First,8.0,4.0,11.0,32,0.34375
PA012,2024-03-10,2362.0,Upgraded,2024-01-24,First,3.0,3.0,12.0,32,0.375
PA012,2024-03-10,1168.0,Booked,2024-01-27,First,1.0,2.0,13.0,32,0.40625
PA012,2024-03-10,3311.0,Seat Changed,2024-01-27,First,8.0,3.0,14.0,32,0.4375
PA012,2024-03-10,1361.0,Upgraded,2024-01-28,First,2.0,3.0,15.0,32,0.46875
PA012,2024-03-10,2193.0,Upgraded,2024-02-18,First,8.0,3.0,16.0,32,0.5
PA012,2024-03-10,4585.0,Seat Changed,2024-02-28,First,8.0,4.0,17.0,32,0.53125
PA012,2024-03-10,1727.0,Upgraded,2024-03-02,First,4.0,4.0,18.0,32,0.5625
PA012,2024-03-10,8021.0,Upgraded,2024-03-04,First,3.0,4.0,19.0,32,0.59375
PA012,2024-03-10,9109.0,Booked,2023-12-14,Premium Economy,22.0,5.0,1.0,64,0.015625
PA012,2024-03-10,3699.0,Seat Changed,2023-12-22,Premium Economy,24.0,8.0,2.0,64,0.03125
PA012,2024-03-10,1374.0,Booked,2024-02-03,Premium Economy,21.0,5.0,3.0,64,0.046875
PA012,2024-03-10,4721.0,Seat Changed,2024-02-15,Premium Economy,19.0,6.0,4.0,64,0.0625
PA012,2024-03-10,8720.0,Seat Changed,2024-02-23,Premium Economy,21.0,8.0,5.0,64,0.078125
PA012,2024-03-10,6692.0,Seat Changed,2024-02-29,Premium Economy,25.0,3.0,6.0,64,0.09375
PA012,2024-03-10,6781.0,Seat Changed,2024-02-29,Premium Economy,24.0,8.0,7.0,64,0.109375
